source	chain_pair	category	unique_residue_pair_types	atom_level_events
OVA-C4-IPTM80-19K__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-19K__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-19K__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-19K__Protenix	C-D	VdWContact	0	0
OVA-C4-IPTM80-19L__AF3	A-B	Hydrophobic	8	12
OVA-C4-IPTM80-19L__AF3	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-19L__AF3	A-B	SaltBridge	0	0
OVA-C4-IPTM80-19L__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-19L__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-19L__AF3	A-B	VdWContact	8	23
OVA-C4-IPTM80-19L__AF3	A-C	Hydrophobic	4	10
OVA-C4-IPTM80-19L__AF3	A-C	HydrogenBond	4	5
OVA-C4-IPTM80-19L__AF3	A-C	SaltBridge	4	8
OVA-C4-IPTM80-19L__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-19L__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-19L__AF3	A-C	VdWContact	19	46
OVA-C4-IPTM80-19L__AF3	A-D	Hydrophobic	2	35
OVA-C4-IPTM80-19L__AF3	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-19L__AF3	A-D	SaltBridge	0	0
OVA-C4-IPTM80-19L__AF3	A-D	PiStacking	1	1
OVA-C4-IPTM80-19L__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-19L__AF3	A-D	VdWContact	7	55
OVA-C4-IPTM80-19L__AF3	B-C	Hydrophobic	1	34
OVA-C4-IPTM80-19L__AF3	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-19L__AF3	B-C	SaltBridge	0	0
OVA-C4-IPTM80-19L__AF3	B-C	PiStacking	1	1
OVA-C4-IPTM80-19L__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-19L__AF3	B-C	VdWContact	6	52
OVA-C4-IPTM80-19L__AF3	B-D	Hydrophobic	4	8
OVA-C4-IPTM80-19L__AF3	B-D	HydrogenBond	4	5
OVA-C4-IPTM80-19L__AF3	B-D	SaltBridge	4	8
OVA-C4-IPTM80-19L__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-19L__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-19L__AF3	B-D	VdWContact	21	45
OVA-C4-IPTM80-19L__AF3	C-D	Hydrophobic	8	12
OVA-C4-IPTM80-19L__AF3	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-19L__AF3	C-D	SaltBridge	0	0
OVA-C4-IPTM80-19L__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-19L__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-19L__AF3	C-D	VdWContact	8	23
OVA-C4-IPTM80-19L__Protenix	A-B	Hydrophobic	0	0
OVA-C4-IPTM80-19L__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-19L__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-19L__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-19L__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-19L__Protenix	A-B	VdWContact	1	12
OVA-C4-IPTM80-19L__Protenix	A-C	Hydrophobic	4	11
OVA-C4-IPTM80-19L__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-19L__Protenix	A-C	SaltBridge	2	2
OVA-C4-IPTM80-19L__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-19L__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-19L__Protenix	A-C	VdWContact	17	136
OVA-C4-IPTM80-19L__Protenix	A-D	Hydrophobic	2	6
OVA-C4-IPTM80-19L__Protenix	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-19L__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-19L__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-19L__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-19L__Protenix	A-D	VdWContact	9	24
OVA-C4-IPTM80-19L__Protenix	B-C	Hydrophobic	2	5
OVA-C4-IPTM80-19L__Protenix	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-19L__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-19L__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-19L__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-19L__Protenix	B-C	VdWContact	10	24
OVA-C4-IPTM80-19L__Protenix	B-D	Hydrophobic	4	11
OVA-C4-IPTM80-19L__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-19L__Protenix	B-D	SaltBridge	2	2
OVA-C4-IPTM80-19L__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-19L__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-19L__Protenix	B-D	VdWContact	18	153
OVA-C4-IPTM80-19L__Protenix	C-D	Hydrophobic	0	0
OVA-C4-IPTM80-19L__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-19L__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-19L__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-19L__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-19L__Protenix	C-D	VdWContact	1	4
OVA-C4-IPTM80-21M__AF3	A-B	Hydrophobic	8	14
OVA-C4-IPTM80-21M__AF3	A-B	HydrogenBond	3	3
OVA-C4-IPTM80-21M__AF3	A-B	SaltBridge	2	4
OVA-C4-IPTM80-21M__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-21M__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-21M__AF3	A-B	VdWContact	8	15
OVA-C4-IPTM80-21M__AF3	A-C	Hydrophobic	8	17
OVA-C4-IPTM80-21M__AF3	A-C	HydrogenBond	3	3
OVA-C4-IPTM80-21M__AF3	A-C	SaltBridge	4	6
OVA-C4-IPTM80-21M__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-21M__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-21M__AF3	A-C	VdWContact	20	34
OVA-C4-IPTM80-21M__AF3	A-D	Hydrophobic	5	19
OVA-C4-IPTM80-21M__AF3	A-D	HydrogenBond	2	2
OVA-C4-IPTM80-21M__AF3	A-D	SaltBridge	2	4
OVA-C4-IPTM80-21M__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-21M__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-21M__AF3	A-D	VdWContact	12	52
OVA-C4-IPTM80-21M__AF3	B-C	Hydrophobic	5	18
OVA-C4-IPTM80-21M__AF3	B-C	HydrogenBond	1	1
OVA-C4-IPTM80-21M__AF3	B-C	SaltBridge	2	4
OVA-C4-IPTM80-21M__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-21M__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-21M__AF3	B-C	VdWContact	12	48
OVA-C4-IPTM80-21M__AF3	B-D	Hydrophobic	8	18
OVA-C4-IPTM80-21M__AF3	B-D	HydrogenBond	3	3
OVA-C4-IPTM80-21M__AF3	B-D	SaltBridge	4	6
OVA-C4-IPTM80-21M__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-21M__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-21M__AF3	B-D	VdWContact	20	40
OVA-C4-IPTM80-21M__AF3	C-D	Hydrophobic	8	12
OVA-C4-IPTM80-21M__AF3	C-D	HydrogenBond	3	3
OVA-C4-IPTM80-21M__AF3	C-D	SaltBridge	2	4
OVA-C4-IPTM80-21M__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-21M__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-21M__AF3	C-D	VdWContact	8	15
OVA-C4-IPTM80-21M__Protenix	A-B	Hydrophobic	5	10
OVA-C4-IPTM80-21M__Protenix	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-21M__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-21M__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-21M__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-21M__Protenix	A-B	VdWContact	21	66
OVA-C4-IPTM80-21M__Protenix	A-C	Hydrophobic	0	0
OVA-C4-IPTM80-21M__Protenix	A-C	HydrogenBond	2	3
OVA-C4-IPTM80-21M__Protenix	A-C	SaltBridge	2	2
OVA-C4-IPTM80-21M__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-21M__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-21M__Protenix	A-C	VdWContact	2	8
OVA-C4-IPTM80-21M__Protenix	A-D	Hydrophobic	12	15
OVA-C4-IPTM80-21M__Protenix	A-D	HydrogenBond	6	6
OVA-C4-IPTM80-21M__Protenix	A-D	SaltBridge	1	1
OVA-C4-IPTM80-21M__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-21M__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-21M__Protenix	A-D	VdWContact	25	115
OVA-C4-IPTM80-21M__Protenix	B-C	Hydrophobic	12	18
OVA-C4-IPTM80-21M__Protenix	B-C	HydrogenBond	5	5
OVA-C4-IPTM80-21M__Protenix	B-C	SaltBridge	1	1
OVA-C4-IPTM80-21M__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-21M__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-21M__Protenix	B-C	VdWContact	29	137
OVA-C4-IPTM80-21M__Protenix	B-D	Hydrophobic	0	0
OVA-C4-IPTM80-21M__Protenix	B-D	HydrogenBond	1	1
OVA-C4-IPTM80-21M__Protenix	B-D	SaltBridge	2	3
OVA-C4-IPTM80-21M__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-21M__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-21M__Protenix	B-D	VdWContact	2	9
OVA-C4-IPTM80-21M__Protenix	C-D	Hydrophobic	4	6
OVA-C4-IPTM80-21M__Protenix	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-21M__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-21M__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-21M__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-21M__Protenix	C-D	VdWContact	17	61
OVA-C4-IPTM80-20N__AF3	A-B	Hydrophobic	6	12
OVA-C4-IPTM80-20N__AF3	A-B	HydrogenBond	3	3
OVA-C4-IPTM80-20N__AF3	A-B	SaltBridge	4	6
OVA-C4-IPTM80-20N__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-20N__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-20N__AF3	A-B	VdWContact	8	13
OVA-C4-IPTM80-20N__AF3	A-C	Hydrophobic	8	16
OVA-C4-IPTM80-20N__AF3	A-C	HydrogenBond	1	1
OVA-C4-IPTM80-20N__AF3	A-C	SaltBridge	2	4
OVA-C4-IPTM80-20N__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-20N__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-20N__AF3	A-C	VdWContact	21	41
OVA-C4-IPTM80-20N__AF3	A-D	Hydrophobic	5	18
OVA-C4-IPTM80-20N__AF3	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-20N__AF3	A-D	SaltBridge	2	4
OVA-C4-IPTM80-20N__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-20N__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-20N__AF3	A-D	VdWContact	11	50
OVA-C4-IPTM80-20N__AF3	B-C	Hydrophobic	4	16
OVA-C4-IPTM80-20N__AF3	B-C	HydrogenBond	1	1
OVA-C4-IPTM80-20N__AF3	B-C	SaltBridge	2	4
OVA-C4-IPTM80-20N__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-20N__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-20N__AF3	B-C	VdWContact	10	51
OVA-C4-IPTM80-20N__AF3	B-D	Hydrophobic	8	16
OVA-C4-IPTM80-20N__AF3	B-D	HydrogenBond	1	1
OVA-C4-IPTM80-20N__AF3	B-D	SaltBridge	2	4
OVA-C4-IPTM80-20N__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-20N__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-20N__AF3	B-D	VdWContact	20	36
OVA-C4-IPTM80-20N__AF3	C-D	Hydrophobic	7	12
OVA-C4-IPTM80-20N__AF3	C-D	HydrogenBond	3	3
OVA-C4-IPTM80-20N__AF3	C-D	SaltBridge	4	6
OVA-C4-IPTM80-20N__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-20N__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-20N__AF3	C-D	VdWContact	8	11
OVA-C4-IPTM80-20N__Protenix	A-B	Hydrophobic	8	13
OVA-C4-IPTM80-20N__Protenix	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-20N__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-20N__Protenix	A-B	PiStacking	1	1
OVA-C4-IPTM80-20N__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-20N__Protenix	A-B	VdWContact	6	27
OVA-C4-IPTM80-20N__Protenix	A-C	Hydrophobic	2	35
OVA-C4-IPTM80-20N__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-20N__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-20N__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-20N__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-20N__Protenix	A-C	VdWContact	7	89
OVA-C4-IPTM80-20N__Protenix	A-D	Hydrophobic	12	20
OVA-C4-IPTM80-20N__Protenix	A-D	HydrogenBond	3	3
OVA-C4-IPTM80-20N__Protenix	A-D	SaltBridge	2	4
OVA-C4-IPTM80-20N__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-20N__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-20N__Protenix	A-D	VdWContact	29	134
OVA-C4-IPTM80-20N__Protenix	B-C	Hydrophobic	10	16
OVA-C4-IPTM80-20N__Protenix	B-C	HydrogenBond	2	2
OVA-C4-IPTM80-20N__Protenix	B-C	SaltBridge	2	4
OVA-C4-IPTM80-20N__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-20N__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-20N__Protenix	B-C	VdWContact	26	104
OVA-C4-IPTM80-20N__Protenix	B-D	Hydrophobic	2	35
OVA-C4-IPTM80-20N__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-20N__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-20N__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-20N__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-20N__Protenix	B-D	VdWContact	8	87
OVA-C4-IPTM80-20N__Protenix	C-D	Hydrophobic	8	14
OVA-C4-IPTM80-20N__Protenix	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-20N__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-20N__Protenix	C-D	PiStacking	1	1
OVA-C4-IPTM80-20N__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-20N__Protenix	C-D	VdWContact	8	48
OVA-C4-IPTM80-20O__AF3	A-B	Hydrophobic	9	20
OVA-C4-IPTM80-20O__AF3	A-B	HydrogenBond	4	5
OVA-C4-IPTM80-20O__AF3	A-B	SaltBridge	2	4
OVA-C4-IPTM80-20O__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-20O__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-20O__AF3	A-B	VdWContact	16	51
OVA-C4-IPTM80-20O__AF3	A-C	Hydrophobic	9	16
OVA-C4-IPTM80-20O__AF3	A-C	HydrogenBond	4	4
OVA-C4-IPTM80-20O__AF3	A-C	SaltBridge	4	6
OVA-C4-IPTM80-20O__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-20O__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-20O__AF3	A-C	VdWContact	20	59
OVA-C4-IPTM80-20O__AF3	A-D	Hydrophobic	6	10
OVA-C4-IPTM80-20O__AF3	A-D	HydrogenBond	3	3
OVA-C4-IPTM80-20O__AF3	A-D	SaltBridge	0	0
OVA-C4-IPTM80-20O__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-20O__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-20O__AF3	A-D	VdWContact	12	28
OVA-C4-IPTM80-20O__AF3	B-C	Hydrophobic	6	10
OVA-C4-IPTM80-20O__AF3	B-C	HydrogenBond	3	3
OVA-C4-IPTM80-20O__AF3	B-C	SaltBridge	2	2
OVA-C4-IPTM80-20O__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-20O__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-20O__AF3	B-C	VdWContact	12	34
OVA-C4-IPTM80-20O__AF3	B-D	Hydrophobic	8	16
OVA-C4-IPTM80-20O__AF3	B-D	HydrogenBond	2	3
OVA-C4-IPTM80-20O__AF3	B-D	SaltBridge	4	6
OVA-C4-IPTM80-20O__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-20O__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-20O__AF3	B-D	VdWContact	24	61
OVA-C4-IPTM80-20O__AF3	C-D	Hydrophobic	9	20
OVA-C4-IPTM80-20O__AF3	C-D	HydrogenBond	3	4
OVA-C4-IPTM80-20O__AF3	C-D	SaltBridge	2	4
OVA-C4-IPTM80-20O__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-20O__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-20O__AF3	C-D	VdWContact	16	50
OVA-C4-IPTM80-20O__Protenix	A-B	Hydrophobic	6	17
OVA-C4-IPTM80-20O__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-20O__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-20O__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-20O__Protenix	A-B	CationPi	2	2
OVA-C4-IPTM80-20O__Protenix	A-B	VdWContact	17	69
OVA-C4-IPTM80-20O__Protenix	A-C	Hydrophobic	0	0
OVA-C4-IPTM80-20O__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-20O__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-20O__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-20O__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-20O__Protenix	A-C	VdWContact	0	0
OVA-C4-IPTM80-20O__Protenix	A-D	Hydrophobic	10	14
OVA-C4-IPTM80-20O__Protenix	A-D	HydrogenBond	7	7
OVA-C4-IPTM80-20O__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-20O__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-20O__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-20O__Protenix	A-D	VdWContact	22	111
OVA-C4-IPTM80-20O__Protenix	B-C	Hydrophobic	10	14
OVA-C4-IPTM80-20O__Protenix	B-C	HydrogenBond	8	8
OVA-C4-IPTM80-20O__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-20O__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-20O__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-20O__Protenix	B-C	VdWContact	24	135
OVA-C4-IPTM80-20O__Protenix	B-D	Hydrophobic	0	0
OVA-C4-IPTM80-20O__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-20O__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-20O__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-20O__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-20O__Protenix	B-D	VdWContact	0	0
OVA-C4-IPTM80-20O__Protenix	C-D	Hydrophobic	8	18
OVA-C4-IPTM80-20O__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-20O__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-20O__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-20O__Protenix	C-D	CationPi	2	2
OVA-C4-IPTM80-20O__Protenix	C-D	VdWContact	17	101
OVA-C4-IPTM80-21P__AF3	A-B	Hydrophobic	8	14
OVA-C4-IPTM80-21P__AF3	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-21P__AF3	A-B	SaltBridge	2	2
OVA-C4-IPTM80-21P__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-21P__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-21P__AF3	A-B	VdWContact	8	12
OVA-C4-IPTM80-21P__AF3	A-C	Hydrophobic	8	16
OVA-C4-IPTM80-21P__AF3	A-C	HydrogenBond	5	5
OVA-C4-IPTM80-21P__AF3	A-C	SaltBridge	2	4
OVA-C4-IPTM80-21P__AF3	A-C	PiStacking	1	1
OVA-C4-IPTM80-21P__AF3	A-C	CationPi	2	2
OVA-C4-IPTM80-21P__AF3	A-C	VdWContact	21	59
OVA-C4-IPTM80-21P__AF3	A-D	Hydrophobic	4	20
OVA-C4-IPTM80-21P__AF3	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-21P__AF3	A-D	SaltBridge	0	0
OVA-C4-IPTM80-21P__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-21P__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-21P__AF3	A-D	VdWContact	11	53
OVA-C4-IPTM80-21P__AF3	B-C	Hydrophobic	4	19
OVA-C4-IPTM80-21P__AF3	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-21P__AF3	B-C	SaltBridge	0	0
OVA-C4-IPTM80-21P__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-21P__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-21P__AF3	B-C	VdWContact	11	56
OVA-C4-IPTM80-21P__AF3	B-D	Hydrophobic	8	16
OVA-C4-IPTM80-21P__AF3	B-D	HydrogenBond	5	5
OVA-C4-IPTM80-21P__AF3	B-D	SaltBridge	2	4
OVA-C4-IPTM80-21P__AF3	B-D	PiStacking	1	1
OVA-C4-IPTM80-21P__AF3	B-D	CationPi	2	2
OVA-C4-IPTM80-21P__AF3	B-D	VdWContact	22	60
OVA-C4-IPTM80-21P__AF3	C-D	Hydrophobic	8	12
OVA-C4-IPTM80-21P__AF3	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-21P__AF3	C-D	SaltBridge	2	2
OVA-C4-IPTM80-21P__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-21P__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-21P__AF3	C-D	VdWContact	10	14
OVA-C4-IPTM80-21P__Protenix	A-B	Hydrophobic	11	15
OVA-C4-IPTM80-21P__Protenix	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-21P__Protenix	A-B	SaltBridge	2	4
OVA-C4-IPTM80-21P__Protenix	A-B	PiStacking	1	1
OVA-C4-IPTM80-21P__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-21P__Protenix	A-B	VdWContact	26	114
OVA-C4-IPTM80-21P__Protenix	A-C	Hydrophobic	10	23
OVA-C4-IPTM80-21P__Protenix	A-C	HydrogenBond	2	2
OVA-C4-IPTM80-21P__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-21P__Protenix	A-C	PiStacking	1	1
OVA-C4-IPTM80-21P__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-21P__Protenix	A-C	VdWContact	12	85
OVA-C4-IPTM80-21P__Protenix	A-D	Hydrophobic	2	42
OVA-C4-IPTM80-21P__Protenix	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-21P__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-21P__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-21P__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-21P__Protenix	A-D	VdWContact	5	36
OVA-C4-IPTM80-21P__Protenix	B-C	Hydrophobic	2	42
OVA-C4-IPTM80-21P__Protenix	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-21P__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-21P__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-21P__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-21P__Protenix	B-C	VdWContact	5	33
OVA-C4-IPTM80-21P__Protenix	B-D	Hydrophobic	8	20
OVA-C4-IPTM80-21P__Protenix	B-D	HydrogenBond	1	1
OVA-C4-IPTM80-21P__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-21P__Protenix	B-D	PiStacking	1	1
OVA-C4-IPTM80-21P__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-21P__Protenix	B-D	VdWContact	10	88
OVA-C4-IPTM80-21P__Protenix	C-D	Hydrophobic	11	15
OVA-C4-IPTM80-21P__Protenix	C-D	HydrogenBond	1	1
OVA-C4-IPTM80-21P__Protenix	C-D	SaltBridge	2	4
OVA-C4-IPTM80-21P__Protenix	C-D	PiStacking	1	1
OVA-C4-IPTM80-21P__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-21P__Protenix	C-D	VdWContact	23	114
OVA-C4-IPTM80-22Q__AF3	A-B	Hydrophobic	8	14
OVA-C4-IPTM80-22Q__AF3	A-B	HydrogenBond	3	3
OVA-C4-IPTM80-22Q__AF3	A-B	SaltBridge	2	4
OVA-C4-IPTM80-22Q__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-22Q__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-22Q__AF3	A-B	VdWContact	14	34
OVA-C4-IPTM80-22Q__AF3	A-C	Hydrophobic	6	6
OVA-C4-IPTM80-22Q__AF3	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-22Q__AF3	A-C	SaltBridge	0	0
OVA-C4-IPTM80-22Q__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-22Q__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-22Q__AF3	A-C	VdWContact	2	2
OVA-C4-IPTM80-22Q__AF3	A-D	Hydrophobic	2	2
OVA-C4-IPTM80-22Q__AF3	A-D	HydrogenBond	4	5
OVA-C4-IPTM80-22Q__AF3	A-D	SaltBridge	2	4
OVA-C4-IPTM80-22Q__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-22Q__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-22Q__AF3	A-D	VdWContact	16	33
OVA-C4-IPTM80-22Q__AF3	B-C	Hydrophobic	2	2
OVA-C4-IPTM80-22Q__AF3	B-C	HydrogenBond	4	4
OVA-C4-IPTM80-22Q__AF3	B-C	SaltBridge	2	4
OVA-C4-IPTM80-22Q__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-22Q__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-22Q__AF3	B-C	VdWContact	15	31
OVA-C4-IPTM80-22Q__AF3	B-D	Hydrophobic	5	6
OVA-C4-IPTM80-22Q__AF3	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-22Q__AF3	B-D	SaltBridge	0	0
OVA-C4-IPTM80-22Q__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-22Q__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-22Q__AF3	B-D	VdWContact	4	5
OVA-C4-IPTM80-22Q__AF3	C-D	Hydrophobic	8	15
OVA-C4-IPTM80-22Q__AF3	C-D	HydrogenBond	3	3
